gene_set	p-value	q-value	enrich_description
GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_DN	0.00031851576675160633	0.0027024762243724504	(17776, 158, 145, 7, 'PHB;ALDH2;IL18R1;TCF4;NPC1;GPX1;CUX2')
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.0003160341266486119	0.0027024762243724504	(17776, 158, 37, 4, 'CPS1;P4HA2;ALDH2;NOS3')
GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_2H_DN	0.00031851576675160633	0.0027024762243724504	(17776, 158, 145, 7, 'LSP1;NDUFS3;ACSL6;ASPHD1;APOC1;DAG1;GAL')
LEF1_UP.V1_UP	0.00031851576675160633	0.0027024762243724504	(17776, 158, 145, 7, 'FNDC4;CCR7;TCHH;CCND2;FADS1;PDLIM4;CDKN2A')
GSE20198_IL12_VS_IFNA_TREATED_ACT_CD4_TCELL_UP	0.00031851576675160633	0.0027024762243724504	(17776, 158, 145, 7, 'ERBB3;TP53;BCL7C;IP6K1;MRPL33;CDKN2A;PTPN22')
GSE3982_DC_VS_NEUTROPHIL_UP	0.00031851576675160633	0.0027024762243724504	(17776, 158, 145, 7, 'FADS2;ASPHD1;P4HA2;PDLIM4;FTO;MTCH2;MAP3K4')
GSE21670_TGFB_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_UP	0.00031851576675160633	0.0027024762243724504	(17776, 158, 145, 7, 'MAN2A2;THADA;CCND2;PLCE1;RREB1;SGK223;ZNF652')
KLEIN_PRIMARY_EFFUSION_LYMPHOMA_UP	0.0003160341266486119	0.0027024762243724504	(17776, 158, 37, 4, 'SULT1A1;PAM;LDLR;IRF4')
GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_DN	0.00031851576675160633	0.0027024762243724504	(17776, 158, 145, 7, 'TRA2B;FEN1;GTF2B;HMGCR;PTCH1;RSBN1;FDFT1')
GSE12392_WT_VS_IFNB_KO_CD8A_POS_SPLEEN_DC_DN	0.00031851576675160633	0.0027024762243724504	(17776, 158, 145, 7, 'PHB;PVRL2;CDKN2B;L3MBTL3;NFAT5;APOE;BLK')
GSE22025_UNTREATED_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_UP	0.00031851576675160633	0.0027024762243724504	(17776, 158, 145, 7, 'PHACTR1;KAT8;TCTA;IP6K1;PDLIM4;APOC1;SIX6')
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_UP	0.00031851576675160633	0.0027024762243724504	(17776, 158, 145, 7, 'MSRA;LSP1;NSF;SUOX;FADS1;DAG1;IRF4')
GSE27786_LIN_NEG_VS_CD8_TCELL_DN	0.00031851576675160633	0.0027024762243724504	(17776, 158, 145, 7, 'REXO4;ATP1B1;CCND2;IP6K1;CMIP;RNF123;RHOA')
SENESE_HDAC2_TARGETS_DN	0.00031574358919800213	0.0027024762243724504	(17776, 158, 103, 6, 'FADS2;LSP1;PTCH1;BCAM;MYL2;PLCE1')
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_DN	0.00031851576675160633	0.0027024762243724504	(17776, 158, 145, 7, 'IRF1;FOXO3;IL18RAP;NOS3;C5orf56;PNPT1;SBK1')
SHEN_SMARCA2_TARGETS_DN	0.0003211589295407489	0.0027228046890163723	(17776, 158, 242, 9, 'CPNE7;CHRNA3;GDF5;TM6SF2;LDLR;CSF2;IRF4;TLR6;CAMKV')
CHICAS_RB1_TARGETS_CONFLUENT	0.0003233392728272986	0.002739181085882338	(17776, 158, 412, 12, 'ADH1B;TSLP;LPP;SIX1;SMAD3;BCL7C;PTCH1;NUPR1;GDF5;JAZF1;SGK223;CDKN2A')
GSE17721_0.5H_VS_4H_GARDIQUIMOD_BMDC_DN	0.0003320957266693261	0.0027648467094792827	(17776, 158, 146, 7, 'LPP;ATP1B1;IRF1;ACP2;SUOX;FAM184B;PTPN11')
GSE21379_TFH_VS_NON_TFH_SAP_KO_CD4_TCELL_DN	0.0003320957266693261	0.0027648467094792827	(17776, 158, 146, 7, 'PAM;IQCH;CDK10;SUOX;DEF8;SLC22A3;GPX1')
GSE35685_CD34POS_CD38NEG_VS_CD34POS_CD10POS_BONE_MARROW_DN	0.0003320957266693261	0.0027648467094792827	(17776, 158, 146, 7, 'BCL3;IRF1;RIOK3;PML;RERE;PNPT1;TRAFD1')
GSE19888_CTRL_VS_T_CELL_MEMBRANES_ACT_MAST_CELL_UP	0.0003320957266693261	0.0027648467094792827	(17776, 158, 146, 7, 'MAGI3;CHMP1A;CLN3;FNBP4;HIRIP3;RHOA;TRIM27')
GSE3720_LPS_VS_PMA_STIM_VD2_GAMMADELTA_TCELL_UP	0.0003326452274639108	0.0027648467094792827	(17776, 158, 104, 6, 'CERS5;HEXIM1;IL18RAP;IL1RL1;THADA;IRF4')
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP	0.0003310157090984123	0.0027648467094792827	(17776, 158, 243, 9, 'TCF7L2;ERBB3;ATP1B1;ACSL6;SLC22A5;CELSR2;GAL;MAD1L1;SIX6')
GSE37301_PRO_BCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	0.0003326452274639108	0.0027648467094792827	(17776, 158, 104, 6, 'ATP1B1;MC1R;FTO;HEXIM1;FAM114A1;IFT172')
GSE21670_IL6_VS_TGFB_AND_IL6_TREATED_STAT3_KO_CD4_TCELL_DN	0.0003320957266693261	0.0027648467094792827	(17776, 158, 146, 7, 'NICN1;INO80;PAM;IGF2R;CCND2;PML;ADAMTS7')
GSE28783_CTRL_ANTI_MIR_VS_UNTREATED_ATHEROSCLEROSIS_MACROPHAGE_DN	0.0003320957266693261	0.0027648467094792827	(17776, 158, 146, 7, 'ATP2A1;SULT1A1;TCF4;MAD1L1;GTF3C2;ZNF652;GPX1')
GSE40685_NAIVE_CD4_TCELL_VS_TREG_DN	0.0003320957266693261	0.0027648467094792827	(17776, 158, 146, 7, 'UBA7;LPP;TRPC4AP;RREB1;L3MBTL3;HEXIM1;D2HGDH')
GSE39916_B_CELL_SPLEEN_VS_PLASMA_CELL_BONE_MARROW_UP	0.0003320957266693261	0.0027648467094792827	(17776, 158, 146, 7, 'BCL3;ATP1B1;IKZF3;BACH2;PPP1R3B;IGF2BP2;PDLIM4')
GSE22196_HEALTHY_VS_OBESE_MOUSE_SKIN_GAMMADELTA_TCELL_UP	0.0003320957266693261	0.0027648467094792827	(17776, 158, 146, 7, 'ATP1B1;IRF1;NR1H3;CELF1;PML;RERE;TRAFD1')
GSE22025_UNTREATED_VS_PROGESTERONE_TREATED_CD4_TCELL_DN	0.0003320957266693261	0.0027648467094792827	(17776, 158, 146, 7, 'F5;CHRNB4;GPN1;ZNF259;SLC39A8;FURIN;NQO1')
GSE16450_CTRL_VS_IFNA_12H_STIM_MATURE_NEURON_CELL_LINE_DN	0.0003320957266693261	0.0027648467094792827	(17776, 158, 146, 7, 'SLC22A2;ALDH2;ERP29;THADA;APOE;TLR1;TRAFD1')
KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_DN	0.0003320957266693261	0.0027648467094792827	(17776, 158, 146, 7, 'D2HGDH;TCF4;SH2B3;CCND2;FURIN;BLK;RERE')
GSE2128_C57BL6_VS_NOD_THYMOCYTE_MIMETOPE_NEGATIVE_SELECTION_UP	0.0003320957266693261	0.0027648467094792827	(17776, 158, 146, 7, 'PHACTR1;GAL3ST2;FGF5;ASPHD1;CSF2;IL33;GAL;INO80E')
GSE23568_CTRL_TRANSDUCED_VS_WT_CD8_TCELL_DN	0.0003320957266693261	0.0027648467094792827	(17776, 158, 146, 7, 'UBA7;TRPC4AP;EIF2B4;IL18R1;CCR7;SURF4;MAP3K4')
GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_DN	0.0003320957266693261	0.0027648467094792827	(17776, 158, 146, 7, 'TRPC4AP;TCTA;P4HA2;PDLIM4;APOE;RGL3;PTPN22')
GSE27786_CD4_TCELL_VS_MONO_MAC_DN	0.0003320957266693261	0.0027648467094792827	(17776, 158, 146, 7, 'KCTD13;HHIP;SETD8;MAGI3;ACSL6;MYL2;SLC9A3R2')
GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_DN	0.0003320957266693261	0.0027648467094792827	(17776, 158, 146, 7, 'PHACTR1;NME7;FEN1;CCR7;NQO1;GMPPB;NPC1')
ONDER_CDH1_TARGETS_1_UP	0.0003326452274639108	0.0027648467094792827	(17776, 158, 104, 6, 'APOE;SEMA3F;CELSR2;NUPR1;MST1;LRP5')
GSE23321_CD8_STEM_CELL_MEMORY_VS_CENTRAL_MEMORY_CD8_TCELL_UP	0.0003320957266693261	0.0027648467094792827	(17776, 158, 146, 7, 'RAB5B;IZUMO1;TM6SF2;EFEMP1;NFAT5;IRF4;CAMKV')
GSE28726_NAIVE_VS_ACTIVATED_CD4_TCELL_DN	0.0003320957266693261	0.0027648467094792827	(17776, 158, 146, 7, 'FEN1;TOMM40;CYB5B;CSF2;IRF4;GPX1;ALDOA')
GSE35543_IN_VIVO_NTREG_VS_CONVERTED_EX_ITREG_DN	0.0003320957266693261	0.0027648467094792827	(17776, 158, 146, 7, 'TCHHL1;XKR6;NR1H3;TRAIP;GNAT1;FAM109A;PITX2')
GSE9650_NAIVE_VS_EXHAUSTED_CD8_TCELL_DN	0.0003320957266693261	0.0027648467094792827	(17776, 158, 146, 7, 'HMGA2;IKZF4;TCTA;RNF123;PTPRJ;NQO1;CELF4')
SENESE_HDAC1_TARGETS_UP	0.00033375070314200323	0.0027719430570911628	(17776, 158, 354, 11, 'SETD8;IGF2BP2;ZBTB38;SLC39A8;CDK6;CELF1;CCND2;CSF2;PDLIM4;PTPN11;ZNF652')
MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_UP	0.00033667384379918185	0.002794113821974672	(17776, 158, 193, 8, 'HHIP;SIX1;SEMA3F;HOXA13;SULT1A1;SH2B3;AP4B1;PTPN22')
GSE20727_CTRL_VS_ROS_INHIBITOR_TREATED_DC_DN	0.00034613634028160333	0.002825796527443512	(17776, 158, 147, 7, 'BUD13;CORO1A;ACP2;SLC39A8;IRF4;BCKDK;NRBP1')
GSE12392_CD8A_POS_VS_NEG_SPLEEN_IFNB_KO_DC_DN	0.00034613634028160333	0.002825796527443512	(17776, 158, 147, 7, 'NICN1;ADCY3;LIMA1;SEMA3F;CCND2;STAT6;PTPN22')
GSE39820_CTRL_VS_TGFBETA3_IL6_CD4_TCELL_DN	0.00034613634028160333	0.002825796527443512	(17776, 158, 147, 7, 'NICN1;REXO4;SMAD3;PPP1R3B;NSF;FURIN;PTPRJ')
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_48H_UP	0.00034613634028160333	0.002825796527443512	(17776, 158, 147, 7, 'CERS5;NDUFS3;GDF5;MST1;PML;PLCE1;PTPN11')
GSE22886_NAIVE_CD8_TCELL_VS_DC_DN	0.00034613634028160333	0.002825796527443512	(17776, 158, 147, 7, 'BCKDK;ATP1B1;HMGCR;SUOX;RREB1;NQO1;GPX1')
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	0.0003461058293965792	0.002825796527443512	(17776, 158, 68, 5, 'SLC22A2;SLC22A5;SLC22A1;SLC39A8;SLC22A4;SLC22A3')
TEF1_Q6	0.00034613634028160333	0.002825796527443512	(17776, 158, 147, 7, 'MADD;ATP1B1;JMJD1C;CCND2;RAPSN;CNNM2;PTPRJ')
GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN	0.00034613634028160333	0.002825796527443512	(17776, 158, 147, 7, 'TCF7L2;ALDH2;LRP1;SERPINA1;ARHGEF40;APOBR;SLC22A4')
GSE24026_PD1_LIGATION_VS_CTRL_IN_ACT_TCELL_LINE_DN	0.00034613634028160333	0.002825796527443512	(17776, 158, 147, 7, 'MPHOSPH9;TM6SF2;EFEMP1;IP6K1;TRIM27;NPC1;MAP3K4')
GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_MAC_UP	0.00034613634028160333	0.002825796527443512	(17776, 158, 147, 7, 'MAPKAPK5;CCR7;CDK10;CLN3;NUPR1;ATXN2;BSN')
GSE8685_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_UP	0.00034613634028160333	0.002825796527443512	(17776, 158, 147, 7, 'RERE;FNBP4;RIOK3;PKN2;SLC22A3;NQO1;IREB2')
ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_DN	0.0003461058293965792	0.002825796527443512	(17776, 158, 68, 5, 'TMEM219;HOXA13;NSF;AAGAB;PTPN22')
GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_STIM_UP	0.00034613634028160333	0.002825796527443512	(17776, 158, 147, 7, 'ZNF629;ALDH2;THADA;DAG1;LDLR;IFT172;ZNF652')
GR_01	0.00034613634028160333	0.002825796527443512	(17776, 158, 147, 7, 'CASZ1;WNT4;FEN1;FES;RERE;JMJD1C;FAM57B')
GSE36826_NORMAL_VS_STAPH_AUREUS_INF_SKIN_DN	0.00034613634028160333	0.002825796527443512	(17776, 158, 147, 7, 'UBA7;ERP29;IGF2R;APOC1;DAG1;APOE;MFHAS1')
GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_DN	0.00034613634028160333	0.002825796527443512	(17776, 158, 147, 7, 'UBA7;BANK1;CORO1A;BCL3;IP6K1;RERE;TLR1')
GSE36826_NORMAL_VS_STAPH_AUREUS_INF_IL1R_KO_SKIN_UP	0.00034613634028160333	0.002825796527443512	(17776, 158, 147, 7, 'UBA7;ACP2;ERP29;NR1H3;IGF2R;NUPR1;DAG1;MFHAS1')
GSE12845_IGD_NEG_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN	0.00034613634028160333	0.002825796527443512	(17776, 158, 147, 7, 'LPP;ALDH2;NR1H3;CD19;TRAIP;MTCH2;SMARCA4')
GSE7852_TREG_VS_TCONV_THYMUS_UP	0.00034613634028160333	0.002825796527443512	(17776, 158, 147, 7, 'SLC22A2;IKZF4;IL18R1;BCL2L15;LIMA1;IL1RL1;RAPSN')
GSE19941_UNSTIM_VS_LPS_STIM_IL10_KO_NFKBP50_KO_MACROPHAGE_DN	0.00034613634028160333	0.002825796527443512	(17776, 158, 147, 7, 'PMEL;ABCG8;ATP2A1;CDK6;PTCH1;FAM184B;KIAA1199')
GSE19198_1H_VS_6H_IL21_TREATED_TCELL_DN	0.00034613634028160333	0.002825796527443512	(17776, 158, 147, 7, 'UBA7;CDKN2B;FANCA;FNBP4;CCND2;PML;TLR6')
GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_UP	0.00034613634028160333	0.002825796527443512	(17776, 158, 147, 7, 'ZNF629;ADRB1;SPATA2L;MAN2A2;FOXO3;FNBP4;AMT')
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_MDC_UP	0.00036064899545969317	0.002897904569297321	(17776, 158, 148, 7, 'CDKN2B;PHTF1;ADRB1;IP6K1;CSF2;IL33;TAOK2')
GSE8621_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_DN	0.00036064899545969317	0.002897904569297321	(17776, 158, 148, 7, 'HMGA2;BANK1;TNRC6A;IL18R1;TCF4;ATXN2;SGK223')
ETS2_B	0.0003607579373927746	0.002897904569297321	(17776, 158, 195, 8, 'TRPC4AP;BCL3;GTF2B;ZNF276;FOXO3;APOBR;FURIN;LRP5')
GSE24142_ADULT_VS_FETAL_DN2_THYMOCYTE_UP	0.00036064899545969317	0.002897904569297321	(17776, 158, 148, 7, 'TCF7L2;ERBB3;IRF1;ATP1B1;IGF2R;BLK;PTPN22')
GSE369_SOCS3_KO_VS_WT_LIVER_POST_IL6_INJECTION_DN	0.00036064899545969317	0.002897904569297321	(17776, 158, 148, 7, 'BACH2;LSP1;CCR7;CCND2;FAM184B;CEP120;SBK1')
FOXD3_01	0.00036064899545969317	0.002897904569297321	(17776, 158, 148, 7, 'HHIP;IKZF3;TCF7L2;SLC39A8;HOXA11;RREB1;CELF4')
GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_DN	0.00036064899545969317	0.002897904569297321	(17776, 158, 148, 7, 'ATXN2;CENPBD1;NCOA6;APOBR;USP4;TLR1;NRBP1')
GSE13484_12H_VS_3H_YF17D_VACCINE_STIM_PBMC_DN	0.00036064899545969317	0.002897904569297321	(17776, 158, 148, 7, 'GPN1;IL18R1;MST1R;ZNF276;SH2B3;CYB5B;MAD1L1')
GSE22886_NAIVE_CD4_TCELL_VS_NEUTROPHIL_UP	0.00036064899545969317	0.002897904569297321	(17776, 158, 148, 7, 'MPHOSPH9;CCR7;TUFM;CYB5B;SMARCA4;MAD1L1;MAP3K4')
GSE11924_TH2_VS_TH17_CD4_TCELL_DN	0.00036064899545969317	0.002897904569297321	(17776, 158, 148, 7, 'RAB5B;TCF4;DEF8;MON1A;PML;ERI1;MFHAS1')
GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_UP	0.00036064899545969317	0.002897904569297321	(17776, 158, 148, 7, 'LPP;MAN2A2;SH2B3;C18orf8;PML;AMT;CLCN6;BRAP')
GSE19941_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_NFKBP50_KO_MACROPHAGE_UP	0.00036064899545969317	0.002897904569297321	(17776, 158, 148, 7, 'RSPO3;CDK6;TCF4;FADS1;FURIN;FAM184B;NPR3')
HALLMARK_G2M_CHECKPOINT	0.00036064899545969317	0.002897904569297321	(17776, 158, 148, 7, 'BCL3;TRA2B;SETD8;SMAD3;CHMP1A;TRAIP;PML')
GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_DN	0.00036064899545969317	0.002897904569297321	(17776, 158, 148, 7, 'ALDH2;NR1H3;FES;SLC22A1;NUPR1;FADS1;TLR1')
GSE17721_PAM3CSK4_VS_GADIQUIMOD_0.5H_BMDC_UP	0.00036064899545969317	0.002897904569297321	(17776, 158, 148, 7, 'ATP1B1;TNRC6A;IL1RL1;PLG;KIAA1199;NPC1;TLR1')
GSE3982_BCELL_VS_TH1_DN	0.00036064899545969317	0.002897904569297321	(17776, 158, 148, 7, 'NCAPG;IL18RAP;NUPR1;SLC22A1;MKLN1;APOBR;MTCH2')
GSE17721_CTRL_VS_POLYIC_0.5H_BMDC_UP	0.00036064899545969317	0.002897904569297321	(17776, 158, 148, 7, 'CLPTM1L;F5;PHTF1;MLXIP;ACSL6;ACAD10;C18orf8')
GSE20152_SPHK1_KO_VS_HTNFA_OVEREXPRESS_ANKLE_UP	0.00036064899545969317	0.002897904569297321	(17776, 158, 148, 7, 'KCTD13;PVRL2;SH2B3;EFEMP1;FADS1;CLCN6;APOBR')
ROME_INSULIN_TARGETS_IN_MUSCLE_UP	0.0003597702651624914	0.002897904569297321	(17776, 158, 300, 10, 'TRA2B;PAM;MAPT;CELF1;AAGAB;DAG1;PSMA4;MTCH2;ZNF652;ALDOA')
WANG_TUMOR_INVASIVENESS_DN	0.00036064899545969317	0.002897904569297321	(17776, 158, 148, 7, 'WNT4;TCF7L2;ATP1B1;RBM5;ERBB3;PML;FURIN')
GSE3982_NKCELL_VS_TH1_DN	0.00036064899545969317	0.002897904569297321	(17776, 158, 148, 7, 'NME7;NCAPG;SLC22A1;CSF2;IRF4;NQO1;CDKN2A')
GSE3982_CTRL_VS_LPS_48H_DC_DN	0.00036064899545969317	0.002897904569297321	(17776, 158, 148, 7, 'ALDH2;CCR7;SERPINA1;C18orf8;AAGAB;HEXIM1;NQO1')
GOZGIT_ESR1_TARGETS_DN	0.00036526607922551574	0.0029319791038707036	(17776, 158, 544, 14, 'TMEM219;PVRL2;CDKN2B;NME7;ATP1B1;SERPINA1;CELSR2;SLC39A8;CDK6;EFEMP1;TCF4;KIAA1199;FAM114A1;SLC19A2')
HALLMARK_FATTY_ACID_METABOLISM	0.0003685712935195166	0.002956355175186043	(17776, 158, 106, 6, 'SETD8;ERP29;GPD1;SLC22A5;D2HGDH;ALDOA')
GSE3982_BASOPHIL_VS_TH1_UP	0.00037564524302444104	0.0029891481657717983	(17776, 158, 149, 7, 'BACH2;IQCH;SH2B3;PRDM8;ARHGEF40;RHOA;RERE')
GSE29164_UNTREATED_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY7_UP	0.00037564524302444104	0.0029891481657717983	(17776, 158, 149, 7, 'CORO1A;C11orf30;MSRA;LACE1;EXOC2;RREB1;TLR6')
GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_30H_UP	0.00037564524302444104	0.0029891481657717983	(17776, 158, 149, 7, 'IRF1;APOB;PTCH1;NUPR1;RBL2;FURIN;DPEP1')
QI_PLASMACYTOMA_UP	0.00037331620349531354	0.0029891481657717983	(17776, 158, 196, 8, 'IRF1;LSP1;NR1H3;CD19;IL18RAP;BLK;RABEP2;TLR1')
GSE20366_EX_VIVO_VS_DEC205_CONVERSION_NAIVE_CD4_TCELL_UP	0.00037564524302444104	0.0029891481657717983	(17776, 158, 149, 7, 'IL18RAP;CDK6;CCND2;EXOC2;RREB1;LDLR;D2HGDH')
GSE7831_1H_VS_4H_CPG_STIM_PDC_DN	0.00037564524302444104	0.0029891481657717983	(17776, 158, 149, 7, 'MSRA;FEN1;SBNO1;CCR7;TCF4;FGF5;FAM167A')
GSE22935_WT_VS_MYD88_KO_MACROPHAGE_12H_MBOVIS_BCG_STIM_DN	0.00037564524302444104	0.0029891481657717983	(17776, 158, 149, 7, 'INO80;SURF4;GMPPB;APOBR;TNNT3;LDLR;PTPN11')
GSE14308_TH17_VS_NATURAL_TREG_DN	0.00037564524302444104	0.0029891481657717983	(17776, 158, 149, 7, 'KCTD13;ATP1B1;SETD1A;RNF123;PITPNM2;DPEP1;TLR1')
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_UP	0.00037564524302444104	0.0029891481657717983	(17776, 158, 149, 7, 'RAB5B;SLC22A1;HOXA11;IP6K1;RERE;FLG;BRAP')
GSE3982_DC_VS_BCELL_UP	0.00037564524302444104	0.0029891481657717983	(17776, 158, 149, 7, 'ALDH2;GPD1;SUOX;ASPHD1;P4HA2;FAM114A1;NPC1')
GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_UP	0.00037564524302444104	0.0029891481657717983	(17776, 158, 149, 7, 'BANK1;SMAD3;SULT1A1;SLC39A8;ATXN2;L3MBTL3;BRAP')
GGATTA_PITX2_Q2	0.00037629729758205773	0.0029921748290766804	(17776, 158, 419, 12, 'SIX1;RP1L1;LIMA1;JMJD1C;RP1;NSF;TCF4;EFEMP1;PRDM8;HOXA11;PITX2;USP4')
AP2ALPHA_01	0.0003911367965941008	0.0030637194458683014	(17776, 158, 150, 7, 'SIX1;BCL3;IRF1;LRP1;USP49;NFAT5;PITX2')
GSE42724_MEMORY_BCELL_VS_PLASMABLAST_UP	0.0003911367965941008	0.0030637194458683014	(17776, 158, 150, 7, 'UBA7;CCR7;CLN3;PML;NFAT5;PKN2;LDLR')
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_BCELL_UP	0.0003911367965941008	0.0030637194458683014	(17776, 158, 150, 7, 'CPS1;GAS8;BCL3;SULT1A2;GCKR;CLN3;PSMA4')
HALLMARK_COMPLEMENT	0.0003911367965941008	0.0030637194458683014	(17776, 158, 150, 7, 'F5;IRF1;LRP1;SERPINA1;SH2B3;APOC1;PLG')
GSE22886_NAIVE_BCELL_VS_MONOCYTE_DN	0.0003911367965941008	0.0030637194458683014	(17776, 158, 150, 7, 'TCF7L2;BCL3;SERPINA1;IGF2R;SULT1A1;GPX1;ALDOA')
GCCNNNWTAAR_UNKNOWN	0.00038763649749026503	0.0030637194458683014	(17776, 158, 107, 6, 'HMGA2;NPR3;FES;PTCH1;LRP5;CELF4')
GSE29949_MICROGLIA_BRAIN_VS_CD8_NEG_DC_SPLEEN_UP	0.0003911367965941008	0.0030637194458683014	(17776, 158, 150, 7, 'HMGA2;ZNF629;ADH1B;EIF2B4;CELSR2;CNNM2;HNF1B')
GSE43957_UNTREATED_VS_NACL_TREATED_ANTI_CD3_CD28_STIM_CD4_TCELL_DN	0.0003911367965941008	0.0030637194458683014	(17776, 158, 150, 7, 'NICN1;IRF1;IL18R1;NDUFS3;SH2B3;GMPPB;PTPN11')
GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY6_POST_IMMUNIZATION_UP	0.0003911367965941008	0.0030637194458683014	(17776, 158, 150, 7, 'IKZF3;NCAPG;IL18R1;CLN3;FES;CSF2;APOBR')
GSE17721_0.5H_VS_12H_LPS_BMDC_DN	0.0003911367965941008	0.0030637194458683014	(17776, 158, 150, 7, 'PVRL2;RBM5;TCF4;BCAM;PDLIM4;PTPN11;IREB2')
GSE41867_DAY6_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_DN	0.0003911367965941008	0.0030637194458683014	(17776, 158, 150, 7, 'ATP1B1;ERP29;CCR7;CMIP;KRTCAP3;NCOA6;AP4B1')
GSE20715_0H_VS_24H_OZONE_LUNG_UP	0.0003911367965941008	0.0030637194458683014	(17776, 158, 150, 7, 'CORO1A;HHIP;BACH2;LSP1;ADRB1;CD19;TCTA')
GSE43863_TFH_VS_LY6C_LOW_CXCR5NEG_EFFECTOR_CD4_TCELL_DN	0.0003911367965941008	0.0030637194458683014	(17776, 158, 150, 7, 'SMAD3;IGF2BP2;PRDM8;GNAT1;FADS1;IL33;BLK')
PID_TAP63_PATHWAY	0.0003881886894428093	0.0030637194458683014	(17776, 158, 39, 4, 'ITCH;NQO1;PML;CDKN2A')
GSE20727_H2O2_VS_ROS_INHIBITOR_TREATED_DC_DN	0.0003911367965941008	0.0030637194458683014	(17776, 158, 150, 7, 'PPP1R3B;JMJD1C;FOXO3;SH2B3;THADA;CLCN6;TLR1')
GSE39152_SPLEEN_CD103_NEG_VS_BRAIN_CD103_POS_MEMORY_CD8_TCELL_DN	0.0003911367965941008	0.0030637194458683014	(17776, 158, 150, 7, 'ATP1B1;LRP1;SH2B1;SERPINA1;FOXO3;FADS1;BSN')
GSE43955_1H_VS_10H_ACT_CD4_TCELL_WITH_TGFB_IL6_DN	0.0003911367965941008	0.0030637194458683014	(17776, 158, 150, 7, 'SIX1;GPN1;IGF2BP2;IL1RL1;CMIP;APOE;BSN')
GSE12845_IGD_POS_BLOOD_VS_NAIVE_TONSIL_BCELL_DN	0.0003911367965941008	0.0030637194458683014	(17776, 158, 150, 7, 'LPP;SBNO1;CD19;FOXO3;SH2B3;AMT;IRF4')
GSE360_L_MAJOR_VS_T_GONDII_MAC_UP	0.0003911367965941008	0.0030637194458683014	(17776, 158, 150, 7, 'CRHR1;ACP2;CCR7;CSF2;RHOA;TLR1;MTMR9')
FOXO4_02	0.0003862284189143493	0.0030637194458683014	(17776, 158, 197, 8, 'TNRC6A;IKZF4;SLC38A3;PTCH1;PKN2;PITX2;LRP5;IRF4')
GSE9650_EFFECTOR_VS_EXHAUSTED_CD8_TCELL_UP	0.0003911367965941008	0.0030637194458683014	(17776, 158, 150, 7, 'EIF2B4;PHTF1;IL18RAP;C18orf8;DPEP1;BCKDK;BRAP')
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN	0.00039271353568389676	0.003073883559692079	(17776, 158, 421, 12, 'RBM6;TCF7L2;SEPT9;SMAD3;FOXO3;FGF5;PKN2;MKLN1;ATXN2;FTO;KIAA1199;LDLR')
