pathway	n_phen	n_clust	enrich_un_n2	un_n2_erich
GSE41867_DAY8_EFFECTOR_VS_DAY30_EXHAUSTED_CD8_TCELL_LCMV_CLONE13_DN	49	13	5	2
GSE29615_CTRL_VS_LAIV_FLU_VACCINE_PBMC_DN	39	9	4	2
GSE40274_IRF4_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	53	15	8	3
GSE6269_HEALTHY_VS_STAPH_AUREUS_INF_PBMC_DN	47	11	5	3
PID_BCR_5PATHWAY	40	11	5	2
MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_UP	49	11	4	2
GGCNRNWCTTYS_UNKNOWN	36	8	4	2
TGAYRTCA_ATF3_Q6	63	21	10	4
REACTOME_TRANSLATION	36	7	4	2
DUTERTRE_ESTRADIOL_RESPONSE_6HR_UP	55	16	7	2
FOXO1_02	57	23	9	4
MYOD_01	60	21	10	3
MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_DN	66	25	9	2
GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_UP	59	20	8	4
GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_COLON_TUMOR_DN	48	14	5	3
GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_2H_DN	50	13	7	2
GSE25123_CTRL_VS_IL4_STIM_MACROPHAGE_UP	49	12	7	3
GSE3982_DC_VS_MAC_LPS_STIM_DN	55	14	7	4
GSE10325_CD4_TCELL_VS_LUPUS_CD4_TCELL_DN	42	12	4	2
GSE21033_CTRL_VS_POLYIC_STIM_DC_1H_UP	52	13	8	4
GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_20H_UP	49	9	5	2
GSE22140_GERMFREE_VS_SPF_MOUSE_CD4_TCELL_UP	58	18	8	5
GSE22140_GERMFREE_VS_SPF_ARTHRITIC_MOUSE_CD4_TCELL_UP	54	13	5	3
GSE17974_0H_VS_12H_IN_VITRO_ACT_CD4_TCELL_UP	46	15	8	3
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_MDC_UP	45	15	9	5
GSE27786_LIN_NEG_VS_CD8_TCELL_DN	57	17	9	4
GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_DN	45	14	7	3
GSE20715_0H_VS_24H_OZONE_TLR4_KO_LUNG_UP	49	15	7	3
GSE20198_IL12_VS_IFNA_TREATED_ACT_CD4_TCELL_DN	64	17	8	6
GSE20198_IL12_VS_IFNA_TREATED_ACT_CD4_TCELL_UP	49	14	8	4
GSE27786_CD4_TCELL_VS_NKTCELL_UP	52	13	9	3
GSE15330_LYMPHOID_MULTIPOTENT_VS_PRO_BCELL_DN	37	11	5	3
GSE5589_LPS_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP	53	15	7	3
GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_UP	60	18	10	4
GSE25087_FETAL_VS_ADULT_TCONV_UP	53	16	9	3
GSE43863_TFH_VS_LY6C_INT_CXCR5POS_MEMORY_CD4_TCELL_DN	48	15	7	3
GSE21927_SPLEEN_MONOCYTE_VS_GMCSF_GCSF_BONE_MARROW_DN	48	12	6	3
GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN	53	10	5	2
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_16H_UP	55	14	7	4
GSE14308_TH1_VS_INDUCED_TREG_UP	46	12	6	3
GSE12505_WT_VS_E2_2_HET_PDC_DN	44	9	5	4
P53_DN.V2_DN	48	12	5	4
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNG_KO_UP	46	12	6	4
AREB6_02	62	19	9	5
BACH2_01	53	16	7	5
KAAB_HEART_ATRIUM_VS_VENTRICLE_UP	69	22	11	4
REACTOME_IL_2_SIGNALING	37	9	6	3
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_1H_DN	51	15	6	3
GSE17721_POLYIC_VS_CPG_4H_BMDC_DN	47	11	5	3
GSE33374_CD8_ALPHAALPHA_VS_ALPHABETA_CD161_HIGH_TCELL_DN	53	18	9	3
GSE17721_CTRL_VS_POLYIC_1H_BMDC_DN	53	14	6	2
GSE28783_CTRL_ANTI_MIR_VS_UNTREATED_ATHEROSCLEROSIS_MACROPHAGE_DN	55	14	7	5
GSE2128_C57BL6_VS_NOD_THYMOCYTE_MIMETOPE_NEGATIVE_SELECTION_UP	59	19	9	4
GSE41867_NAIVE_VS_DAY15_LCMV_EFFECTOR_CD8_TCELL_DN	48	11	4	4
ROME_INSULIN_TARGETS_IN_MUSCLE_UP	63	20	9	4
GSE22935_UNSTIM_VS_24H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_DN	41	7	3	2
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	42	8	4	2
GSE8685_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_DN	44	8	4	2
PID_GMCSF_PATHWAY	35	11	4	2
HOLLMANN_APOPTOSIS_VIA_CD40_UP	56	17	7	3
GSE17721_CTRL_VS_POLYIC_12H_BMDC_DN	54	13	7	3
MYAATNNNNNNNGGC_UNKNOWN	49	12	4	3
GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_TREATED_MACROPHAGE_UP	41	15	5	2
GSE35685_CD34POS_CD10NEG_CD62LPOS_VS_CD34POS_CD10POS_BONE_MARROW_DN	42	15	7	3
GSE27786_NKCELL_VS_NKTCELL_UP	52	14	7	5
ROESSLER_LIVER_CANCER_METASTASIS_UP	48	10	6	3
GSE18804_SPLEEN_MACROPHAGE_VS_COLON_TUMORAL_MACROPHAGE_DN	53	13	6	3
REACTOME_PI3K_AKT_ACTIVATION	41	11	5	3
AACTGAC_MIR223	49	13	6	2
GSE27786_CD4_TCELL_VS_MONO_MAC_DN	47	11	5	4
ATCMNTCCGY_UNKNOWN	39	10	3	2
GSE41978_ID2_KO_VS_ID2_KO_AND_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP	53	15	7	5
REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS	37	9	4	2
GSE14769_40MIN_VS_360MIN_LPS_BMDM_DN	48	16	6	2
AGTCTTA_MIR499	45	12	5	2
ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF	53	19	8	4
ALFANO_MYC_TARGETS	62	18	13	6
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN	69	29	10	5
HAMAI_APOPTOSIS_VIA_TRAIL_DN	48	9	5	3
GSE40274_CTRL_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	47	12	6	3
GSE37416_12H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN	45	11	5	4
GSE12003_MIR223_KO_VS_WT_BM_PROGENITOR_4D_CULTURE_UP	59	21	10	5
GSE9006_TYPE_1_DIABETES_AT_DX_VS_4MONTH_POST_DX_PBMC_UP	48	14	6	3
GSE27786_NEUTROPHIL_VS_MONO_MAC_DN	48	10	4	2
GR_01	55	21	9	4
GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN	49	13	7	4
GSE3982_EOSINOPHIL_VS_MAST_CELL_UP	39	14	6	3
GSE22432_UNTREATED_VS_TGFB1_TREATED_COMMON_DC_PROGENITOR_DN	47	10	4	2
GSE21360_PRIMARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN	56	16	9	4
GSE26290_CTRL_VS_AKT_INHIBITOR_TREATED_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_DN	59	17	9	6
GSE19198_1H_VS_24H_IL21_TREATED_TCELL_DN	53	18	10	4
GSE13484_12H_VS_3H_YF17D_VACCINE_STIM_PBMC_UP	51	11	6	3
GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDC_DN	53	12	7	3
GSE7460_CTRL_VS_TGFB_TREATED_ACT_FOXP3_MUT_TCONV_DN	51	15	7	5
GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_UP	41	9	4	3
GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_UP	48	14	7	3
GSE12366_NAIVE_VS_MEMORY_BCELL_DN	47	12	5	4
GSE3982_MAST_CELL_VS_NKCELL_DN	48	14	6	2
GSE26343_UNSTIM_VS_LPS_STIM_MACROPHAGE_UP	48	15	8	4
IRF7_01	68	24	10	4
RFX1_02	52	13	6	3
MARTINEZ_RESPONSE_TO_TRABECTEDIN_DN	58	17	8	4
LI_INDUCED_T_TO_NATURAL_KILLER_DN	46	15	7	3
GGTGTGT_MIR329	47	12	4	2
EN1_01	57	20	8	5
MCCLUNG_CREB1_TARGETS_UP	46	11	4	2
GSE34156_UNTREATED_VS_6H_NOD2_AND_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_DN	46	12	5	2
GSE1112_OT1_CD8AB_VS_HY_CD8AA_THYMOCYTE_RTOC_CULTURE_UP	48	11	6	3
GSE14415_NATURAL_TREG_VS_TCONV_UP	55	19	10	4
GSE35685_CD34POS_CD38NEG_VS_CD34POS_CD10POS_BONE_MARROW_UP	45	13	5	2
GSE24574_BCL6_HIGH_TFH_VS_TCONV_CD4_TCELL_DN	52	21	13	5
GSE9960_HEALTHY_VS_GRAM_NEG_SEPSIS_PBMC_UP	43	10	5	2
GSE2405_S_AUREUS_VS_UNTREATED_NEUTROPHIL_DN	48	12	4	3
GSE16385_IFNG_TNF_VS_IL4_STIM_MACROPHAGE_UP	60	15	6	6
GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_ATOPIC_PATIENT_DN	49	15	8	3
GSE17721_0.5H_VS_24H_POLYIC_BMDC_DN	47	12	6	2
HALLMARK_G2M_CHECKPOINT	51	13	6	3
GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_DN	57	19	9	5
GSE27786_BCELL_VS_CD8_TCELL_UP	51	12	7	3
GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8A_DC_IFNAR_KO_DN	50	13	8	3
GSE18893_TCONV_VS_TREG_24H_CULTURE_UP	42	12	8	3
GSE360_L_DONOVANI_VS_M_TUBERCULOSIS_DC_UP	54	16	9	3
GSE11057_PBMC_VS_MEM_CD4_TCELL_UP	44	11	4	2
GSE5503_LIVER_DC_VS_MLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN	42	11	6	3
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP	34	6	3	2
GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_3H_UP	50	10	4	3
GSE17721_PAM3CSK4_VS_GADIQUIMOD_2H_BMDC_UP	57	18	10	4
OCT_C	69	27	10	5
KEGG_RENAL_CELL_CARCINOMA	39	11	5	3
GSE17721_PAM3CSK4_VS_GADIQUIMOD_0.5H_BMDC_UP	46	9	3	2
KASLER_HDAC7_TARGETS_1_UP	57	18	9	4
GSE24972_MARGINAL_ZONE_BCELL_VS_FOLLICULAR_BCELL_IRF8_KO_DN	49	11	6	2
ZHENG_GLIOBLASTOMA_PLASTICITY_UP	50	13	4	2
MANALO_HYPOXIA_DN	43	8	4	2
GSE7460_CTRL_VS_TGFB_TREATED_ACT_FOXP3_MUT_TCONV_UP	59	21	10	2
GSE17721_PAM3CSK4_VS_CPG_4H_BMDC_UP	42	10	5	2
GSE7460_FOXP3_MUT_VS_HET_ACT_TCONV_DN	51	13	7	5
KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_DN	69	23	11	5
VERNOCHET_ADIPOGENESIS	19	7	3	1
GENTILE_UV_LOW_DOSE_UP	37	6	3	2
LAMB_CCND1_TARGETS	38	11	7	3
BIOCARTA_ACH_PATHWAY	36	9	5	3
BIOCARTA_NKCELLS_PATHWAY	26	5	3	1
BIOCARTA_ERK5_PATHWAY	32	6	4	0
BIOCARTA_PTEN_PATHWAY	35	8	4	2
NADLER_OBESITY_DN	48	11	5	3
POMEROY_MEDULLOBLASTOMA_PROGNOSIS_DN	47	9	3	1
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	52	15	9	5
GSE32034_UNTREATED_VS_ROSIGLIZATONE_TREATED_LY6C_LOW_MONOCYTE_UP	48	12	6	3
GSE4984_UNTREATED_VS_VEHICLE_CTRL_TREATED_DC_UP	46	11	5	2
LABBE_TGFB1_TARGETS_UP	56	14	7	5
GSE3565_DUSP1_VS_WT_SPLENOCYTES_POST_LPS_INJECTION_DN	44	15	7	3
GSE37533_UNTREATED_VS_PIOGLIZATONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_UP	46	9	3	2
GSE20366_EX_VIVO_VS_DEC205_CONVERSION_NAIVE_CD4_TCELL_UP	53	13	8	4
GSE5503_MLN_DC_VS_SPLEEN_DC_ACTIVATED_ALLOGENIC_TCELL_DN	46	11	6	3
GSE36078_UNTREATED_VS_AD5_T425A_HEXON_INF_IL1R_KO_MOUSE_LUNG_DC_UP	47	10	5	2
GSE3691_IFN_PRODUCING_KILLER_DC_VS_PLASMACYTOID_DC_SPLEEN_UP	44	13	8	2
GSE30962_PRIMARY_VS_SECONDARY_CHRONIC_LCMV_INF_CD8_TCELL_DN	49	13	6	3
GSE20715_0H_VS_6H_OZONE_LUNG_UP	56	13	5	4
GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_PLASMA_CELL_DAY7_UP	59	20	9	4
GSE17721_LPS_VS_GARDIQUIMOD_8H_BMDC_DN	43	9	3	2
CTACTGT_MIR199A	68	28	12	4
GSE29164_UNTREATED_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY7_UP	50	12	5	2
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN	50	16	7	3
GSE20366_EX_VIVO_VS_DEC205_CONVERSION_NAIVE_CD4_TCELL_DN	51	13	5	3
GSE41867_DAY15_EFFECTOR_VS_DAY30_EXHAUSTED_CD8_TCELL_LCMV_CLONE13_UP	56	21	9	3
GSE21063_3H_VS_16H_ANTI_IGM_STIM_NFATC1_KOBCELL_UP	61	20	10	7
GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_UP	51	12	5	2
GSE17721_POLYIC_VS_GARDIQUIMOD_1H_BMDC_DN	46	13	5	2
GSE17721_0.5H_VS_8H_POLYIC_BMDC_DN	50	12	4	2
MOOTHA_HUMAN_MITODB_6_2002	54	16	8	2
LEF1_Q6	63	19	9	4
GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_STAT3_KO_CD4_TCELL_UP	55	20	8	3
GSE21380_NON_TFH_VS_GERMINAL_CENTER_TFH_CD4_TCELL_DN	61	17	8	5
GSE35685_CD34POS_CD10NEG_CD62LPOS_VS_CD34POS_CD10POS_BONE_MARROW_UP	51	12	5	4
GSE13484_UNSTIM_VS_12H_YF17D_VACCINE_STIM_PBMC_UP	53	10	4	3
GNCF_01	56	18	11	5
GSE13306_RA_VS_UNTREATED_MEM_CD4_TCELL_UP	61	17	8	5
GSE35825_UNTREATED_VS_IFNG_STIM_MACROPHAGE_UP	52	14	7	3
GSE37605_NOD_VS_C57BL6_IRES_GFP_TREG_DN	52	13	7	6
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	32	6	4	2
GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_2H_UP	47	16	7	4
YAGI_AML_FAB_MARKERS	56	16	6	2
GSE20715_0H_VS_24H_OZONE_LUNG_UP	59	20	11	3
GSE43957_UNTREATED_VS_NACL_TREATED_ANTI_CD3_CD28_STIM_CD4_TCELL_DN	47	18	12	6
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4MID_SORTED_BCELL_UP	57	17	8	4
GSE27786_CD8_TCELL_VS_NKTCELL_DN	47	10	4	3
GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_UP	37	7	4	3
GARY_CD5_TARGETS_DN	58	17	9	5
GSE9316_IL6_KO_VS_IFNG_KO_INVIVO_EXPANDED_CD4_TCELL_UP	52	15	5	3
GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_UP	42	11	5	2
LEIN_MIDBRAIN_MARKERS	54	14	5	4
GSE20715_0H_VS_24H_OZONE_LUNG_DN	45	9	4	2
CGTSACG_PAX3_B	47	10	4	2
BROWNE_HCMV_INFECTION_14HR_UP	41	12	4	2
GSE41867_DAY6_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_DN	51	14	6	3
GSE17721_POLYIC_VS_PAM3CSK4_1H_BMDC_DN	50	17	8	3
YAO_HOXA10_TARGETS_VIA_PROGESTERONE_UP	47	10	3	3
ESC_V6.5_UP_LATE.V1_UP	58	17	7	5
GSE11961_MEMORY_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY7_DN	46	8	4	3
MORI_SMALL_PRE_BII_LYMPHOCYTE_DN	42	9	4	2
TCCAGAT_MIR5165P	47	8	4	2
SMID_BREAST_CANCER_ERBB2_DN	19	6	2	1
REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION	17	5	3	2
chr3p11	19	8	3	0
IPF1_Q4	70	25	9	4
GSE360_CTRL_VS_B_MALAYI_LOW_DOSE_DC_DN	60	16	9	4
GSE28737_WT_VS_BCL6_HET_MARGINAL_ZONE_BCELL_DN	57	16	8	6
GSE7852_THYMUS_VS_FAT_TREG_DN	52	18	10	4
GSE34392_ST2_KO_VS_WT_DAY8_LCMV_EFFECTOR_CD8_TCELL_DN	55	16	8	2
GSE14769_20MIN_VS_360MIN_LPS_BMDM_DN	41	13	6	3
GSE43955_10H_VS_60H_ACT_CD4_TCELL_DN	56	16	8	4
GSE17721_LPS_VS_CPG_4H_BMDC_UP	52	15	5	2
GSE360_L_DONOVANI_VS_L_MAJOR_DC_UP	50	13	6	4
GSE3982_NEUTROPHIL_VS_BASOPHIL_DN	43	13	6	3
GSE28237_FOLLICULAR_VS_EARLY_GC_BCELL_DN	35	8	4	2
GSE9037_CTRL_VS_LPS_4H_STIM_BMDM_UP	53	9	4	4
GSE9601_NFKB_INHIBITOR_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_DN	51	15	8	3
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_DP_THYMOCYTE_DN	53	14	6	2
GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_DC_DN	47	11	5	2
GSE24634_NAIVE_CD4_TCELL_VS_DAY7_IL4_CONV_TREG_UP	49	10	6	4
GSE36392_EOSINOPHIL_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP	51	13	6	3
GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_DN	45	14	7	3
MULLIGHAN_NPM1_SIGNATURE_3_DN	43	11	5	3
GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_2H_DN	55	15	7	4
LIU_CMYB_TARGETS_UP	45	11	4	2
TBK1.DF_DN	54	14	7	3
ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_UP	42	11	6	2
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	35	9	4	2
HOFFMANN_IMMATURE_TO_MATURE_B_LYMPHOCYTE_DN	43	8	3	2
FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN	31	6	3	2
RIZ_ERYTHROID_DIFFERENTIATION_6HR	43	10	6	4
FXR_Q3	47	13	7	3
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	51	15	6	4
NIELSEN_GIST	37	9	3	2
PURBEY_TARGETS_OF_CTBP1_AND_SATB1_UP	40	8	3	2
GTTAAAG_MIR302B	49	12	5	2
STEIN_ESRRA_TARGETS_UP	51	12	5	3
GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_WITH_IL2_TREATMENT_DN	52	13	7	3
GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_UP	52	14	7	3
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_UP	54	14	5	5
GSE34179_THPOK_KO_VS_WT_VA14I_NKTCELL_DN	48	14	6	3
PURBEY_TARGETS_OF_CTBP1_NOT_SATB1_DN	56	21	8	2
GSE30083_SP1_VS_SP2_THYMOCYTE_DN	45	13	4	2
LIU_SOX4_TARGETS_DN	51	14	5	3
GSE20715_WT_VS_TLR4_KO_24H_OZONE_LUNG_UP	56	16	8	4
GSE17186_NAIVE_VS_CD21LOW_TRANSITIONAL_BCELL_UP	54	19	8	4
GSE29949_CD8_NEG_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_UP	44	12	7	3
GSE6259_33D1_POS_VS_DEC205_POS_SPLENIC_DC_DN	58	16	9	5
GSE360_L_DONOVANI_VS_L_MAJOR_MAC_UP	44	13	7	2
GSE43955_1H_VS_20H_ACT_CD4_TCELL_DN	43	9	3	2
GSE5542_UNTREATED_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_6H_DN	51	17	8	4
GSE27670_CTRL_VS_LMP1_TRANSDUCED_GC_BCELL_DN	52	17	10	4
GSE369_SOCS3_KO_VS_IFNG_KO_LIVER_UP	50	14	4	3
GSE369_SOCS3_KO_VS_WT_LIVER_POST_IL6_INJECTION_UP	39	9	4	2
GSE17721_LPS_VS_POLYIC_24H_BMDC_DN	50	15	8	6
GSE9037_WT_VS_IRAK4_KO_LPS_4H_STIM_BMDM_DN	50	10	4	2
GSE41867_NAIVE_VS_EFFECTOR_CD8_TCELL_UP	53	11	6	4
GSE15659_TREG_VS_TCONV_DN	43	10	3	2
GSE41867_NAIVE_VS_DAY15_LCMV_CONE13_EFFECTOR_CD8_TCELL_UP	46	12	4	2
TAGCTTT_MIR9	64	23	7	5
THUM_SYSTOLIC_HEART_FAILURE_DN	52	17	6	2
IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_DN	70	26	9	5
GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_DN	59	22	9	5
GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_BM_UP	47	9	4	2
GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_1H_UP	55	14	8	5
GSE28237_FOLLICULAR_VS_LATE_GC_BCELL_DN	54	13	7	3
GSE16385_ROSIGLITAZONE_IFNG_TNF_VS_IL4_STIM_MACROPHAGE_DN	52	14	7	2
GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_DN	45	16	8	4
GSE14350_TREG_VS_TEFF_UP	38	8	3	2
GSE2405_0H_VS_12H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	51	16	8	3
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP	52	13	6	2
GSE34515_CD16_NEG_MONOCYTE_VS_DC_UP	50	12	7	4
RIZKI_TUMOR_INVASIVENESS_3D_UP	56	14	6	4
GSE23568_CTRL_TRANSDUCED_VS_WT_CD8_TCELL_UP	52	14	6	4
GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_DN	44	12	7	4
GSE13306_TREG_VS_TCONV_UP	52	17	7	3
GSE7460_CTRL_VS_TGFB_TREATED_ACT_TCONV_DN	51	15	7	3
GSE7852_LN_VS_FAT_TCONV_DN	47	14	9	3
GSE3337_4H_VS_16H_IFNG_IN_CD8POS_DC_UP	53	12	7	4
GSE20366_EX_VIVO_VS_DEC205_CONVERSION_DN	51	19	11	3
GSE31082_CD4_VS_CD8_SP_THYMOCYTE_UP	50	21	9	4
GSE3982_MAST_CELL_VS_BCELL_UP	50	14	8	4
GSE21546_SAP1A_KO_VS_SAP1A_KO_AND_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_UP	47	10	6	4
ZHANG_RESPONSE_TO_IKK_INHIBITOR_AND_TNF_DN	49	13	6	2
REACTOME_ARMS_MEDIATED_ACTIVATION	14	6	2	2
KAPOSI_LIVER_CANCER_MET_UP	31	6	3	2
PID_SMAD2_3PATHWAY	38	7	4	2
STEGER_ADIPOGENESIS_UP	15	7	2	1
REACTOME_TIE2_SIGNALING	11	7	3	0
GSE40274_CTRL_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	44	8	4	2
GSE17974_0.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_DN	52	12	5	3
GSE32034_UNTREATED_VS_ROSIGLIZATONE_TREATED_LY6C_LOW_MONOCYTE_DN	43	9	3	2
YAUCH_HEDGEHOG_SIGNALING_PARACRINE_UP	54	14	4	3
TAYLOR_METHYLATED_IN_ACUTE_LYMPHOBLASTIC_LEUKEMIA	37	11	3	2
YAMASHITA_LIVER_CANCER_STEM_CELL_DN	48	13	5	4
PID_MYC_ACTIV_PATHWAY	44	12	7	2
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS	46	13	6	2
GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_DN	48	14	8	3
GSE3982_CTRL_VS_LPS_4H_MAC_DN	55	19	9	4
CREB_Q4_01	48	12	6	2
GENTILE_UV_RESPONSE_CLUSTER_D2	47	11	5	2
LU_EZH2_TARGETS_UP	41	11	6	2
GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_UP	41	13	5	3
TIEN_INTESTINE_PROBIOTICS_6HR_UP	40	8	4	2
GSE7460_CD8_TCELL_VS_CD4_TCELL_ACT_DN	46	11	4	3
GSE7460_CTRL_VS_TGFB_TREATED_ACT_TCONV_UP	51	17	7	2
GSE11057_NAIVE_VS_CENT_MEMORY_CD4_TCELL_DN	56	25	9	4
GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_DN	55	21	11	4
GSE45881_CXCR6HI_VS_CXCR1LO_COLONIC_LAMINA_PROPRIA_UP	44	10	6	2
GSE42021_TREG_PLN_VS_TREG_PRECURSORS_THYMUS_UP	55	13	6	5
AMIT_EGF_RESPONSE_120_MCF10A	22	5	2	1
OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL_DN	47	17	10	4
LENAOUR_DENDRITIC_CELL_MATURATION_UP	29	14	7	2
CTIP_DN.V1_DN	32	8	3	1
GSE7218_UNSTIM_VS_ANTIGEN_STIM_THROUGH_IGM_BCELL_UP	46	13	6	3
PHONG_TNF_RESPONSE_NOT_VIA_P38	57	19	10	5
GSE12003_4D_VS_8D_CULTURE_MIR223_KO_BM_PROGENITOR_DN	44	11	4	2
WNT_UP.V1_UP	47	10	5	2
LEE_LIVER_CANCER_SURVIVAL_UP	55	14	7	6
GSE42724_NAIVE_VS_B1_BCELL_DN	38	7	3	2
HALLMARK_UV_RESPONSE_UP	52	11	6	3
LU_AGING_BRAIN_DN	45	11	5	2
GSE39820_IL1B_IL6_VS_IL1B_IL6_IL23A_TREATED_CD4_TCELL_UP	44	12	5	4
GSE40274_FOXP3_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	60	21	12	5
GSE29618_MONOCYTE_VS_PDC_UP	50	16	8	3
LEE_RECENT_THYMIC_EMIGRANT	59	19	9	4
GSE11924_TFH_VS_TH1_CD4_TCELL_UP	54	13	6	4
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	52	14	7	3
